,player,type,pass_outcome,pass_cross,pass_shot_assist,pass_through_ball,pass_technique,shot_outcome,shot_statsbomb_xg,shot_type,dribble_outcome,match_id,minute,location_x,location_y,pass_end_x,pass_end_y
1701,Gilberto Aparecido da Silva,Dribble,,,,,,,,,Incomplete,3749454,24,63.8,78.0,,
1702,Thierry Henry,Dribble,,,,,,,,,Complete,3749454,38,116.8,21.0,,
1703,Robert Pirès ,Dribble,,,,,,,,,Complete,3749454,39,80.6,46.3,,
1704,Patrick Vieira,Dribble,,,,,,,,,Complete,3749454,39,93.1,48.3,,
1705,Gilberto Aparecido da Silva,Dribble,,,,,,,,,Incomplete,3749454,39,93.9,52.2,,
1706,Sylvain Wiltord,Dribble,,,,,,,,,Complete,3749454,40,104.7,25.5,,
1707,Ashley Cole,Dribble,,,,,,,,,Complete,3749454,40,75.3,40.5,,
1708,Fredrik Ljungberg,Dribble,,,,,,,,,Incomplete,3749454,41,56.5,73.9,,
1709,Laureano Bisan-Etame Mayer,Dribble,,,,,,,,,Complete,3749454,43,82.8,73.9,,
1710,Laureano Bisan-Etame Mayer,Dribble,,,,,,,,,Incomplete,3749454,43,87.7,78.1,,
1711,Sylvain Wiltord,Dribble,,,,,,,,,Complete,3749454,46,74.7,11.7,,
1712,Robert Pirès ,Dribble,,,,,,,,,Incomplete,3749454,47,62.5,26.7,,
1713,Robert Pirès ,Dribble,,,,,,,,,Complete,3749454,58,82.5,38.3,,
1714,Thierry Henry,Dribble,,,,,,,,,Incomplete,3749454,63,64.8,75.4,,
1715,Ray Parlour,Dribble,,,,,,,,,Incomplete,3749454,77,77.3,4.0,,
1716,Thierry Henry,Dribble,,,,,,,,,Incomplete,3749454,83,102.7,42.1,,
1717,Thierry Henry,Shot,,,,,,Off T,0.016447304,Open Play,,3749454,17,94.8,37.2,,
1718,Robert Pirès ,Shot,,,,,,Saved,0.011902801,Open Play,,3749454,20,88.7,35.7,,
1719,Fredrik Ljungberg,Shot,,,,,,Saved,0.0494476,Open Play,,3749454,39,107.4,55.4,,
1720,Sylvain Wiltord,Shot,,,,,,Wayward,0.017476873,Open Play,,3749454,40,101.5,24.9,,
1721,Sylvain Wiltord,Shot,,,,,,Saved,0.014798124,Open Play,,3749454,46,104.3,21.2,,
1722,Sylvain Wiltord,Shot,,,,,,Goal,0.34743246,Open Play,,3749454,47,113.6,35.3,,
1723,Robert Pirès ,Shot,,,,,,Wayward,0.017063126,Open Play,,3749454,52,101.0,53.2,,
1724,Fredrik Ljungberg,Shot,,,,,,Off T,0.13328499,Open Play,,3749454,52,114.7,48.3,,
1725,Robert Pirès ,Shot,,,,,,Off T,0.10363385,Open Play,,3749454,67,107.8,45.8,,
1726,Fredrik Ljungberg,Shot,,,,,,Goal,0.46520737,Open Play,,3749454,71,108.1,37.2,,
1727,Thierry Henry,Shot,,,,,,Off T,0.029281856,Open Play,,3749454,92,99.4,32.3,,
1728,Thierry Henry,Pass,,,,,,,,,,3749296,0,60.0,40.0,60.2,40.1
1729,Dennis Bergkamp,Pass,,,,,,,,,,3749296,0,59.6,38.8,42.5,40.3
1730,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,0,41.3,37.6,39.7,17.6
1731,Ashley Cole,Pass,,,,,,,,,,3749296,0,39.2,6.7,29.2,21.1
1732,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,Incomplete,,,,,,,,,3749296,0,28.3,20.1,62.7,10.4
1733,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749296,1,6.0,36.0,68.3,38.0
1734,Jens Lehmann,Pass,,,,,,,,,,3749296,1,16.6,57.6,28.3,61.5
1735,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,1,33.7,61.3,48.3,51.2
1736,Ashley Cole,Pass,,,,,,,,,,3749296,2,8.6,3.9,16.8,5.9
1737,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,2,16.8,5.9,28.3,3.4
1738,Robert Pirès ,Pass,,,,,,,,,,3749296,2,43.8,4.3,54.9,7.2
1739,Thierry Henry,Pass,,,,,,,,,,3749296,2,54.9,7.2,43.6,12.5
1740,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,2,43.2,22.2,46.2,40.7
1741,Patrick Vieira,Pass,,,,,,,,,,3749296,2,46.2,40.7,44.0,55.9
1742,Kolo Habib Touré,Pass,,,,,,,,,,3749296,2,48.1,58.0,55.7,72.2
1743,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,2,55.7,72.2,43.6,61.5
1744,Kolo Habib Touré,Pass,,,,,,,,,,3749296,2,47.7,61.3,49.7,51.0
1745,Patrick Vieira,Pass,,,,,,,,,,3749296,2,47.9,47.3,50.4,26.1
1746,Eduardo César Daude Gaspar,Pass,Incomplete,,,,,,,,,3749296,2,48.7,21.3,50.6,20.5
1747,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749296,3,6.0,36.0,72.2,44.8
1748,Patrick Vieira,Pass,,,,,,,,,,3749296,3,58.8,55.5,75.5,51.2
1749,Dennis Bergkamp,Pass,,,,,,,,,,3749296,3,80.6,47.3,81.4,37.4
1750,Patrick Vieira,Pass,,,,,,,,,,3749296,3,26.5,32.0,29.4,19.9
1751,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,3,29.4,19.9,20.9,16.6
1752,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749296,3,21.4,16.8,28.3,23.8
1753,Patrick Vieira,Pass,,,,,,,,,,3749296,4,26.9,22.0,36.8,16.0
1754,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,4,36.8,16.0,28.6,8.4
1755,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749296,4,28.6,8.4,36.0,6.5
1756,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,Incomplete,,,,,,,,,3749296,4,25.7,13.1,30.4,13.1
1757,Robert Pirès ,Pass,,,,,,,,,,3749296,4,37.0,27.5,45.8,23.6
1758,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,4,47.1,24.2,63.9,27.9
1759,Dennis Bergkamp,Pass,,,,,,,,,,3749296,4,65.6,26.7,71.1,19.9
1760,Robert Pirès ,Pass,,,,,,,,,,3749296,4,71.1,19.9,82.2,36.0
1761,Thierry Henry,Pass,,,,,,,,,,3749296,4,82.2,36.0,94.6,31.2
1762,Dennis Bergkamp,Pass,Incomplete,,,,,,,,,3749296,4,96.8,44.0,88.4,67.6
1763,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749296,5,14.6,75.2,16.6,75.4
1764,Patrick Vieira,Pass,,,,,,,,,,3749296,5,12.1,71.7,14.2,65.2
1765,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,5,14.8,65.2,26.1,65.4
1766,Ray Parlour,Pass,,,,,,,,,,3749296,5,26.1,65.4,16.8,73.2
1767,Patrick Vieira,Pass,,,,,,,,,,3749296,5,16.8,73.2,62.9,51.8
1768,Thierry Henry,Pass,Incomplete,,,,,,,,,3749296,5,62.5,52.8,50.2,56.1
1769,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749296,5,60.8,69.1,76.5,47.9
1770,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749296,5,24.8,45.0,48.7,48.9
1771,Patrick Vieira,Pass,,,,,,,,,,3749296,5,48.7,48.9,42.3,39.4
1772,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,5,51.0,37.8,70.5,47.3
1773,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,6,47.9,67.2,62.1,67.2
1774,Ray Parlour,Pass,,,,,,,,,,3749296,6,56.5,69.7,62.3,74.8
1775,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,6,62.1,71.5,70.5,65.8
1776,Patrick Vieira,Pass,,,,,,,,,,3749296,6,68.9,66.2,62.1,53.0
1777,Kolo Habib Touré,Pass,,,,,,,,,,3749296,6,62.1,53.0,55.5,22.4
1778,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749296,6,55.5,22.4,70.5,20.9
1779,Ashley Cole,Pass,,,,,,,,,,3749296,6,73.8,3.2,69.9,15.8
1780,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,6,69.5,20.5,54.1,23.4
1781,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749296,7,54.1,23.4,51.4,40.1
1782,Kolo Habib Touré,Pass,,,,,,,,,,3749296,7,51.4,40.1,56.5,6.5
1783,Ashley Cole,Pass,,,,,,,,,,3749296,7,64.6,3.0,69.7,6.7
1784,Robert Pirès ,Pass,,,,,,,,,,3749296,7,69.7,6.7,60.0,16.0
1785,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,7,55.7,17.6,53.9,34.1
1786,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749296,7,55.7,35.5,108.6,73.8
1787,Ray Parlour,Pass,,,,,,,,,,3749296,7,105.7,73.4,98.1,74.2
1788,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,7,85.7,69.5,76.9,67.8
1789,Patrick Vieira,Pass,,,,,,,,,,3749296,7,72.0,61.5,72.2,42.5
1790,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,7,72.2,42.5,62.3,30.8
1791,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,Incomplete,,,,,,,,,3749296,7,62.3,30.8,89.9,18.9
1792,Jens Lehmann,Pass,,,,,,,,,,3749296,7,7.0,67.2,17.0,56.7
1793,Kolo Habib Touré,Pass,,,,,,,,,,3749296,7,17.0,56.7,23.6,71.7
1794,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,7,31.8,68.5,41.3,62.5
1795,Ray Parlour,Pass,,,,,,,,,,3749296,8,41.3,62.5,86.6,46.9
1796,Eduardo César Daude Gaspar,Pass,Incomplete,,,,,,,,,3749296,8,43.6,2.4,45.2,2.4
1797,Ashley Cole,Pass,,,,,,,,,,3749296,8,45.2,0.1,55.5,2.2
1798,Robert Pirès ,Pass,,,,,,,,,,3749296,8,51.8,4.5,48.1,11.9
1799,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,8,48.1,11.9,64.6,8.0
1800,Kolo Habib Touré,Pass,Out,,,,,,,,,3749296,8,4.7,74.8,17.0,79.4
1801,Eduardo César Daude Gaspar,Pass,Out,,,,,,,,,3749296,9,9.0,24.4,56.3,0.1
1802,Ashley Cole,Pass,,,,,,,,,,3749296,11,18.1,4.9,21.4,32.0
1803,Jens Lehmann,Pass,Out,,,,,,,,,3749296,11,25.5,35.4,64.3,79.6
1804,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,11,37.8,64.8,43.8,65.4
1805,Patrick Vieira,Pass,Out,,,,,,,,,3749296,11,48.1,69.9,49.3,79.8
1806,Kolo Habib Touré,Pass,,,,,,,,,,3749296,12,21.1,70.1,32.3,74.0
1807,Ray Parlour,Pass,Incomplete,,,,,,,,,3749296,12,32.3,74.0,41.7,68.5
1808,Dennis Bergkamp,Pass,,,,,,,,,,3749296,12,44.6,58.8,53.2,41.7
1809,Robert Pirès ,Pass,Incomplete,,,,,,,,,3749296,12,63.5,44.0,75.9,55.7
1810,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749296,13,9.2,11.7,76.3,33.3
1811,Patrick Vieira,Pass,,,,,,,,,,3749296,13,57.9,38.6,73.3,38.3
1812,Dennis Bergkamp,Pass,,,,,,,,,,3749296,13,74.0,38.3,63.8,22.7
1813,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,13,63.8,22.7,83.5,22.0
1814,Thierry Henry,Pass,,,,,,,,,,3749296,13,83.5,22.0,80.7,27.0
1815,Ashley Cole,Pass,,,,,,,,,,3749296,13,63.3,3.8,64.0,17.3
1816,Ashley Cole,Pass,,,,,,,,,,3749296,15,57.2,0.1,67.0,9.6
1817,Patrick Vieira,Pass,Injury Clearance,,,,,,,,,3749296,15,67.0,9.6,75.1,0.1
1818,Robert Pirès ,Pass,,,,,,,,,,3749296,15,44.8,5.3,50.5,23.1
1819,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749296,15,55.7,20.3,118.3,61.6
1820,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749296,16,6.0,36.0,72.4,31.4
1821,Patrick Vieira,Pass,,,,,,,,,,3749296,16,62.4,38.6,60.1,61.4
1822,Kolo Habib Touré,Pass,Out,,,,,,,,,3749296,16,62.5,63.8,120.0,57.1
1823,Ray Parlour,Pass,Incomplete,,,,,,,,,3749296,17,27.7,49.5,40.0,38.3
1824,Kolo Habib Touré,Pass,,,,,,,,,,3749296,18,23.9,64.2,29.0,58.1
1825,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749296,18,31.4,54.9,47.2,26.0
1826,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,18,46.6,34.6,49.6,23.6
1827,Thierry Henry,Pass,,,,,,,,,,3749296,18,65.9,25.9,112.5,16.4
1828,Robert Pirès ,Pass,,,,,,,,,,3749296,18,109.4,14.6,109.6,8.5
1829,Thierry Henry,Cross,Incomplete,True,,,,,,,,3749296,18,116.6,12.3,113.8,44.9
1830,Patrick Vieira,Pass,,,,,,,,,,3749296,18,108.3,80.0,104.5,73.5
1831,Dennis Bergkamp,Pass,Incomplete,,,,,,,,,3749296,18,103.9,73.9,107.1,73.9
1832,Dennis Bergkamp,Pass,,,,,,,,,,3749296,18,81.2,52.7,65.9,20.1
1833,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,19,63.7,14.6,68.5,2.3
1834,Ashley Cole,Pass,,,,,,,,,,3749296,19,69.2,4.2,48.8,27.0
1835,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749296,19,48.5,27.1,62.2,34.2
1836,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749296,19,62.7,34.6,66.8,34.9
1837,Kolo Habib Touré,Pass,,,,,,,,,,3749296,19,41.4,42.7,40.7,34.9
1838,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749296,19,40.7,34.9,47.0,34.9
1839,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,19,47.7,33.8,57.0,39.6
1840,Thierry Henry,Pass,,,,,,,,,,3749296,19,57.0,39.6,51.3,39.6
1841,Patrick Vieira,Pass,,,,,,,,,,3749296,19,51.3,39.6,66.1,51.8
1842,Ray Parlour,Pass,,,,,,,,,,3749296,19,66.1,51.8,71.1,44.2
1843,Thierry Henry,Pass,Incomplete,,,,,,,,,3749296,19,71.1,44.2,72.2,49.5
1844,Thierry Henry,Pass,,,,,,,,,,3749296,19,76.6,47.0,82.7,68.1
1845,Laureano Bisan-Etame Mayer,Pass,,,True,,,,,,,3749296,19,88.1,60.1,88.8,49.2
1846,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,20,40.1,41.4,44.6,42.0
1847,Patrick Vieira,Pass,,,,,,,,,,3749296,20,44.6,42.0,37.7,49.7
1848,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,20,37.7,49.7,42.2,58.1
1849,Ray Parlour,Pass,,,,,,,,,,3749296,20,42.2,58.1,40.0,60.1
1850,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,20,43.7,57.9,49.2,50.1
1851,Patrick Vieira,Pass,,,,,,,,,,3749296,20,42.7,45.1,64.0,2.7
1852,Robert Pirès ,Pass,,,,,,,,,,3749296,20,32.2,4.6,47.0,10.1
1853,Eduardo César Daude Gaspar,Pass,Incomplete,,,,,,,,,3749296,21,49.4,19.6,51.1,20.9
1854,Patrick Vieira,Pass,,,,,,,,,,3749296,21,52.9,42.0,71.2,49.7
1855,Dennis Bergkamp,Pass,,,,,,,,,,3749296,21,71.2,49.7,79.2,73.6
1856,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749296,21,87.3,71.4,111.2,61.8
1857,Ray Parlour,Pass,,,,,,,,,,3749296,21,113.4,73.6,103.3,74.0
1858,Laureano Bisan-Etame Mayer,Cross,Incomplete,True,,,,,,,,3749296,21,104.9,74.2,113.4,41.2
1859,Patrick Vieira,Pass,,,,,,,,,,3749296,21,81.4,69.5,95.1,74.0
1860,Ray Parlour,Cross,Incomplete,True,,,,,,,,3749296,21,106.0,60.5,104.7,47.3
1861,Jens Lehmann,Pass,,,,,,,,,,3749296,21,11.3,35.3,62.4,6.4
1862,Dennis Bergkamp,Pass,,,,,,,,,,3749296,21,72.4,7.5,98.1,16.0
1863,Robert Pirès ,Pass,,,,,,,,,,3749296,21,98.1,16.0,93.5,5.9
1864,Thierry Henry,Pass,,,,,,,,,,3749296,21,92.7,17.0,90.3,27.5
1865,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749296,23,8.3,24.9,80.1,13.8
1866,Kolo Habib Touré,Pass,,,,,,,,,,3749296,23,49.2,57.9,56.1,58.2
1867,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749296,23,54.8,58.2,57.7,52.0
1868,Thierry Henry,Pass,Incomplete,,,True,Through Ball,,,,,3749296,23,75.1,30.7,85.1,29.7
1869,Ashley Cole,Pass,,,,,,,,,,3749296,23,49.0,4.9,56.3,15.9
1870,Patrick Vieira,Pass,,,,,,,,,,3749296,23,56.8,15.9,70.7,16.4
1871,Robert Pirès ,Pass,,,,,,,,,,3749296,23,70.7,16.4,61.8,15.3
1872,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749296,23,61.8,15.7,108.8,33.1
1873,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,24,35.1,23.4,56.1,72.7
1874,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,24,72.5,52.7,74.9,45.7
1875,Dennis Bergkamp,Pass,,,,,,,,,,3749296,24,82.2,63.8,96.0,71.8
1876,Ray Parlour,Pass,,,,,,,,,,3749296,24,97.7,71.6,108.1,76.0
1877,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749296,24,108.1,76.0,108.8,71.4
1878,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,24,110.1,75.3,102.3,73.8
1879,Ray Parlour,Pass,Incomplete,,,,,,,,,3749296,25,86.8,54.7,118.3,57.0
1880,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749296,25,40.7,40.3,54.6,34.0
1881,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749296,25,51.6,37.0,54.4,53.1
1882,Thierry Henry,Pass,,,,,,,,,,3749296,26,60.0,40.0,48.5,40.7
1883,Dennis Bergkamp,Pass,,,,,,,,,,3749296,26,48.5,40.7,38.8,35.7
1884,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749296,26,38.8,27.0,40.1,58.4
1885,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,26,47.7,60.1,44.8,50.1
1886,Kolo Habib Touré,Pass,,,,,,,,,,3749296,26,47.7,53.1,49.2,63.6
1887,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,26,49.2,63.6,70.5,69.7
1888,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,27,74.4,80.0,79.0,67.1
1889,Robert Pirès ,Pass,,,,,,,,,,3749296,27,79.0,67.1,72.7,74.9
1890,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,27,66.2,60.8,57.0,47.0
1891,Kolo Habib Touré,Pass,,,,,,,,,,3749296,27,62.7,44.5,79.0,36.8
1892,Eduardo César Daude Gaspar,Pass,Incomplete,,,,Inswinging,,,,,3749296,28,120.0,80.0,112.5,41.2
1893,Ray Parlour,Pass,,,,,,,,,,3749296,28,98.8,55.7,103.6,70.1
1894,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,28,103.6,70.1,81.2,51.6
1895,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749296,28,78.1,51.6,109.0,34.6
1896,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,29,47.7,22.5,32.6,4.0
1897,Ashley Cole,Pass,,,,,,,,,,3749296,29,34.0,5.7,50.7,7.9
1898,Robert Pirès ,Pass,Incomplete,,,,,,,,,3749296,30,54.0,6.4,72.4,7.9
1899,Ashley Cole,Pass,Incomplete,,,,,,,,,3749296,30,43.8,7.9,57.0,5.7
1900,Jens Lehmann,Pass,,,,,,,,,,3749296,30,11.3,54.0,21.6,50.3
1901,Kolo Habib Touré,Pass,,,,,,,,,,3749296,30,27.4,51.2,41.8,62.7
1902,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,30,41.8,62.7,34.4,52.7
1903,Kolo Habib Touré,Pass,Incomplete,,,,,,,,,3749296,30,46.1,53.8,88.3,44.5
1904,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749296,30,62.9,53.8,71.6,48.4
1905,Ray Parlour,Pass,,,,,,,,,,3749296,30,76.2,56.2,90.7,55.8
1906,Patrick Vieira,Pass,,,,,,,,,,3749296,31,54.8,58.4,62.7,44.0
1907,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,31,62.5,39.7,64.0,23.1
1908,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749296,31,71.4,11.4,88.8,2.9
1909,Ashley Cole,Pass,Incomplete,,,,,,,,,3749296,31,111.0,5.9,113.6,22.7
1910,Thierry Henry,Pass,Incomplete,,,,Inswinging,,,,,3749296,32,120.0,0.1,112.2,27.1
1911,Ashley Cole,Pass,,,,,,,,,,3749296,32,67.7,28.1,74.6,18.3
1912,Dennis Bergkamp,Pass,,,,,,,,,,3749296,32,71.4,13.8,66.1,24.9
1913,Ashley Cole,Pass,,,,,,,,,,3749296,32,70.5,26.4,86.8,27.5
1914,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,32,86.8,27.5,92.3,32.7
1915,Robert Pirès ,Pass,Incomplete,,,,,,,,,3749296,32,92.3,32.9,98.5,30.7
1916,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,32,37.9,63.1,44.6,43.8
1917,Kolo Habib Touré,Pass,,,,,,,,,,3749296,32,48.8,49.4,56.6,43.8
1918,Robert Pirès ,Pass,Injury Clearance,,,,,,,,,3749296,32,56.6,43.8,91.2,79.5
1919,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,34,64.0,80.0,56.1,52.9
1920,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,34,50.1,51.8,51.6,39.2
1921,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749296,34,51.6,35.8,62.7,43.4
1922,Patrick Vieira,Pass,,,,,,,,,,3749296,35,55.5,42.3,69.6,25.3
1923,Eduardo César Daude Gaspar,Pass,Incomplete,,,,,,,,,3749296,35,70.3,23.1,109.2,43.1
1924,Kolo Habib Touré,Pass,,,,,,,,,,3749296,35,27.2,41.8,26.3,20.3
1925,Ashley Cole,Pass,,,,,,,,,,3749296,35,25.9,10.7,41.6,9.4
1926,Ashley Cole,Pass,,,,,,,,,,3749296,35,49.0,0.1,64.8,5.7
1927,Dennis Bergkamp,Pass,,,,,,,,,,3749296,35,63.5,5.3,51.1,2.7
1928,Ashley Cole,Pass,Incomplete,,,,,,,,,3749296,35,46.8,3.5,50.7,2.5
1929,Jens Lehmann,Pass,,,,,,,,,,3749296,37,6.0,36.0,40.5,52.7
1930,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,37,48.8,52.7,67.9,38.6
1931,Dennis Bergkamp,Pass,,,,,,,,,,3749296,37,66.6,40.1,56.8,38.4
1932,Patrick Vieira,Pass,,,,,,,,,,3749296,37,62.2,34.0,71.2,24.7
1933,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,37,73.5,18.6,77.4,2.9
1934,Robert Pirès ,Pass,,,,,,,,,,3749296,37,84.0,3.6,94.6,3.1
1935,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,37,100.1,4.6,96.6,17.2
1936,Eduardo César Daude Gaspar,Pass,Incomplete,,,,,,,,,3749296,40,98.5,53.1,105.9,47.5
1937,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,40,84.4,80.0,103.6,69.2
1938,Ray Parlour,Pass,Incomplete,,,,,,,,,3749296,40,104.4,66.8,105.1,56.2
1939,Ashley Cole,Pass,,,,,,,,,,3749296,40,70.7,22.0,85.1,24.9
1940,Robert Pirès ,Pass,,,True,,,,,,,3749296,40,79.0,32.0,81.1,47.1
1941,Robert Pirès ,Pass,Incomplete,,,True,Through Ball,,,,,3749296,41,87.0,31.6,89.0,34.7
1942,Robert Pirès ,Pass,Incomplete,,,True,Through Ball,,,,,3749296,41,96.2,40.1,99.9,39.4
1943,Patrick Vieira,Pass,,,,,,,,,,3749296,42,3.5,74.9,6.6,76.0
1944,Ray Parlour,Pass,Incomplete,,,,,,,,,3749296,42,16.1,73.6,58.1,65.1
1945,Jens Lehmann,Pass,,,,,,,,,,3749296,43,10.3,46.2,55.5,64.9
1946,Thierry Henry,Pass,,,,,,,,,,3749296,43,56.8,32.9,47.2,13.6
1947,Ashley Cole,Pass,,,,,,,,,,3749296,43,43.3,7.2,64.0,2.7
1948,Robert Pirès ,Pass,,,,,,,,,,3749296,43,64.4,6.8,53.3,5.7
1949,Ashley Cole,Pass,,,,,,,,,,3749296,43,53.3,5.7,52.4,20.9
1950,Jens Lehmann,Pass,,,,,,,,,,3749296,43,6.0,44.0,20.0,51.4
1951,Kolo Habib Touré,Pass,Incomplete,,,,,,,,,3749296,43,51.8,38.6,110.1,34.7
1952,Jens Lehmann,Pass,,,,,,,,,,3749296,44,16.3,56.4,26.3,51.4
1953,Kolo Habib Touré,Pass,,,,,,,,,,3749296,44,26.3,51.4,40.0,48.1
1954,Patrick Vieira,Pass,,,,,,,,,,3749296,44,47.9,52.7,55.5,73.1
1955,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,44,65.9,71.6,79.0,50.7
1956,Ray Parlour,Pass,,,,,,,,,,3749296,45,89.4,57.1,55.5,54.7
1957,Kolo Habib Touré,Pass,Out,,,,,,,,,3749296,45,64.0,54.5,78.5,0.1
1958,Ashley Cole,Pass,Incomplete,,,,,,,,,3749296,45,59.0,3.5,67.9,3.5
1959,Eduardo César Daude Gaspar,Pass,Incomplete,,,,,,,,,3749296,45,58.8,4.8,73.8,4.6
1960,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,45,57.9,8.1,72.4,9.2
1961,Dennis Bergkamp,Pass,,,True,,,,,,,3749296,45,80.3,13.5,84.6,22.0
1962,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749296,46,27.7,11.2,33.9,4.0
1963,Ashley Cole,Pass,,,,,,,,,,3749296,46,55.9,2.3,58.5,8.1
1964,Robert Pirès ,Pass,,,,,,,,,,3749296,46,65.0,6.0,76.1,9.4
1965,Dennis Bergkamp,Pass,Incomplete,,,,,,,,,3749296,46,76.1,9.4,67.9,11.4
1966,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,Out,,,,,,,,,3749296,45,35.3,24.3,65.2,1.1
1967,Dennis Bergkamp,Pass,Incomplete,,,,,,,,,3749296,45,53.0,14.4,53.4,23.2
1968,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749296,45,69.1,10.5,85.9,23.4
1969,Thierry Henry,Pass,,,True,,,,,,,3749296,45,99.0,33.0,99.4,55.0
1970,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749296,46,35.9,57.9,49.5,76.0
1971,Ray Parlour,Pass,,,,,,,,,,3749296,46,49.5,76.0,55.4,56.5
